"id","trial","easy_hard","build_time"
57972367,"18_Stability","easy",6.82558639600006
57972367,"13_Sampling","easy",7.60022311700004
57972367,"9_InitNumber","easy",0.842993797999952
57972367,"20_Stability","easy",18.226294375
57972367,"10_Stability","easy",6.82353264200015
57972367,"12_Number","easy",1.802413226
93344365,"32_Stability","easy",9.32757014399976
93344365,"22_Number","easy",2.26640419399973
93344365,"34_Stability","easy",16.3393642880001
93344365,"35_Distance","easy",10.8106037090001
93344365,"30_Number","easy",0.994481730000189
93344365,"33_Pattern","easy",8.52922263799974
93344365,"28_Stability","easy",22.3390537999994
93344365,"29_Number","easy",0.298187433999374
93344365,"21_Number","easy",1.15401974900033
93344365,"25_InitSorted","easy",8.65733668700068
93344365,"31_InitNumber","easy",0.257872714999394
93344365,"27_Sampling","easy",2.34530370500033
93344365,"26_Number","easy",5.5070062650002
93344365,"36_Distance","easy",9.93721080299929
93344365,"23_InitNumber","easy",0.755653987000187
93344365,"24_Stability","easy",8.40956726099921
98376283,"32_Stability","easy",7.37011654599974
98376283,"22_Number","easy",1.94670463500006
98376283,"34_Stability","easy",21.2407698960005
98376283,"35_Distance","easy",12.6818401970004
98376283,"30_Number","easy",3.28258233999986
98376283,"33_Pattern","easy",16.4509294360005
98376283,"28_Stability","easy",16.2809405890002
98376283,"29_Number","easy",2.32916295799987
98376283,"21_Number","easy",12.3073565730001
98376283,"25_InitSorted","easy",19.6826036760012
98376283,"31_InitNumber","easy",1.18698105799922
98376283,"27_Sampling","easy",2.88174150299892
98376283,"26_Number","easy",10.2190917780008
98376283,"36_Distance","easy",15.3200653500007
98376283,"23_InitNumber","easy",3.01044045500021
98376283,"24_Stability","easy",9.51500817199849
15322647,"32_Stability","easy",11.50467647
15322647,"22_Number","easy",3.8911976620002
15322647,"34_Stability","easy",21.1149038799995
15322647,"35_Distance","easy",16.7148602969992
15322647,"30_Number","easy",1.35397422599999
15322647,"33_Pattern","easy",16.2421750620015
15322647,"28_Stability","easy",17.8166946319998
15322647,"29_Number","easy",1.4586684599999
15322647,"21_Number","easy",3.88135835899993
15322647,"25_InitSorted","easy",20.8755559269994
15322647,"31_InitNumber","easy",1.84195069700036
15322647,"27_Sampling","easy",6.63526093200016
15322647,"26_Number","easy",7.65900512000007
15322647,"36_Distance","easy",20.1216408239998
15322647,"23_InitNumber","easy",2.27510514500136
15322647,"24_Stability","easy",11.9916168199998
31296749,"32_Stability","easy",9.44254936200014
31296749,"22_Number","easy",2.78614405699955
31296749,"34_Stability","easy",28.4893060729992
31296749,"35_Distance","easy",28.9936742829996
31296749,"30_Number","easy",1.91435499399995
31296749,"33_Pattern","easy",17.5211963660004
31296749,"28_Stability","easy",25.5134606849988
31296749,"29_Number","easy",1.49548560499898
31296749,"21_Number","easy",2.55549780099864
31296749,"25_InitSorted","easy",40.4899299099998
31296749,"31_InitNumber","easy",2.84354529400116
31296749,"27_Sampling","easy",4.42660377399989
31296749,"26_Number","easy",11.241199439999
31296749,"36_Distance","easy",17.3944382210011
31296749,"23_InitNumber","easy",2.09049465000135
31296749,"24_Stability","easy",9.99432625000009
29333268,"16_Number","easy",3.90007040300043
29333268,"11_InitSorted","easy",8.73806554099792
29333268,"7_Number","easy",1.40906269100014
29333268,"17_InitNumber","easy",4.29723279599784
29333268,"14_Stability","easy",5.07277398299993
29333268,"8_Number","easy",3.72173470800044
29333268,"19_Pattern","easy",10.0430622540007
29333268,"15_Number","easy",3.79470096699879
29333268,"18_Stability","easy",6.18631513400032
29333268,"13_Sampling","easy",9.43340897999951
29333268,"9_InitNumber","easy",1.2088142040011
29333268,"20_Stability","easy",30.7372629890015
29333268,"10_Stability","easy",7.45705768799962
29333268,"12_Number","easy",1.73038502800046
46761572,"19_Pattern","hard",22.4665897469968
46761572,"12_Number","hard",21.4178217959998
46761572,"11_InitSorted","hard",21.4177158910024
46761572,"16_Number","hard",19.3862718259988
46761572,"20_Stability","hard",56.3117049130014
46761572,"9_InitNumber","hard",11.3478876299996
46761572,"18_Stability","hard",39.0017837560008
46761572,"13_Sampling","hard",11.7226715659999
46761572,"10_Stability","hard",22.0976553979999
46761572,"17_InitNumber","hard",17.8171882960014
46761572,"8_Number","hard",27.754449565
46761572,"7_Number","hard",23.9702575560004
